"songId"	"title"	"author"	"category"	"segment1"	"segment2"	"segment3"	"segment4"	"segment5"	"segment6"	"segment7"	"segment8"
"SDAH_510"	"510. If You But Trust in God to Guide You"	""	"SDA Hymnal (SDAH)"	"If you but trust in God to guide you
And place your confidence in Him,
You'll find Him always there beside you,
To give you hope and strength within.
For those who trust God's changeless love
Build on the rock that will not move."	"What gain is there in futile weeping,
In helpless anger and distress?
If you are in His care and keeping,
In sorrow will He love you less?
For He who took for you a cross
Will bring you safe through every loss."	"In patient trust await His leisure
In cheerful hope, with heart content
To take whate'er your Father's pleasure
And all discerning love have sent;
Doubt not your inmost wants are known
To Him who chose you for His own."	"Sing, pray, and keep His ways unswerving,
Offer your service faithfully,
And trust His word; though undeserving,
You'll find His promise true to be.
God never will forsake in need
The soul that trusts in Him indeed."	""	""	""	""
"SDAH_511"	"511. I Know Whom I Have Believed"	""	"SDA Hymnal (SDAH)"	"I know not why God's wondrous grace
To me He hath made known,
Nor why, unworthy, Christ in love
Redeemed me for His own."	"But ""I know whom I have believed,
And am persuaded that His is able
To keep that which I've committed
Unto Him against that day."""	"I know not how this saving faith
To me He did impart,
Nor how believing in His word
Wrought peace within my heart."	"I know not how the Spirit moves,
Convincing men of sin,
Revealing Jesus through the word,
Creating faith in Him."	"I know not when my Lord may come,
At night or noonday fair,
Nor if I walk the vale with Him,
Or meet Him in the air."	""	""	""
"SDAH_512"	"512. Just When I Need Him Most"	""	"SDA Hymnal (SDAH)"	"Just when I need Him, Jesus is near,
Just when I falter, just when I fear;
Ready to help me, ready to cheer,
Just when I need Him most.
Just when I need Him most,
Just when I need Him most;
Jesus is near to comfort and cheer,
Just when I need Him most."	"Just when I need Him, Jesus is true,
Never forsaking, all the way through;
Giving for burdens pleasures anew,
Just when I need Him most.
Just when I need Him most,
Just when I need Him most;
Jesus is near to comfort and cheer,
Just when I need Him most."	"Just when I need Him, Jesus is strong,
Bearing my burdens all the day long;
For all my sorrow giving a song,
Just when I need Him most.
Just when I need Him most,
Just when I need Him most;
Jesus is near to comfort and cheer,
Just when I need Him most."	"Just when I need Him, He is my all,
Answering when upon Him I call;
Tenderly watching lest I should fall,
Just when I need Him most.
Just when I need Him most,
Just when I need Him most;
Jesus is near to comfort and cheer,
Just when I need Him most."	""	""	""	""
"SDAH_513"	"513. In Heavenly Love Abiding"	""	"SDA Hymnal (SDAH)"	"In heavenly love abiding,
No change my heart shall fear;
And safe is such confiding,
For nothing changes here.
The storm may roar without me,
My heart may low be laid;
But God is round about me,
And can I be dismayed?"	"Wherever He may guide me,
No want shall turn me back;
My Shepherd is besided me,
And nothing can I lack.
His wisdom ever waketh,
His sight is never dim;
He knows the way He taketh,
And I will walk with Him."	"Green pastures are before me,
Which yet I have not seen;
Bright skies will soon be o'er me,
Where darkest clouds have been.
My hope I cannot measure,
My path to life is free;
My Savior has my teasure,
And He will walk with me."	""	""	""	""	""
"SDAH_514"	"514. Lord of Our Life"	""	"SDA Hymnal (SDAH)"	"Lord of our life, and God of our salvation,
Star of our night, and hope of every nation,
Hear and receive Thy church's supplication,
Lord God Almighty."	"Lord, Thou canst help when earthly armor faileth;
Lord, Thou canst save when deadly sin assaileth;
Lord, o'er Thy rock nor death nor hell prevaileth;
Grant us Thy peace, Lord."	"Peace in our hearts our evil thoughts assuaging;
Peace in Thy church, where brothers are engaging;
Peace, when the world its busy war is waging;
Send us, O Savior."	"Grant us Thy help till foes are backward driven;
Grant them Thy truth that they may be forgiven;
Grant peace on earth, and, after we have striven,
Peace in Thy heaven."	""	""	""	""
"SDAH_515"	"515. The Lord Is My Light"	""	"SDA Hymnal (SDAH)"	"The Lord is my light; then why should I fear?
By day and by night His presence is near;
He is my salvation from sorrow and sin;
This blessed persuasion the Spirit brings in."	"The Lord is my light, my joy, and my song;
By day and by night He leads me along;
The Lord is my light, my joy, and my song;
By day and by night He leads me along."	"The Lord is my light; though clods may arise,
Faith, stronger than sight, looks up to the skies
Where Jesus forever in glory doth reign:
Then how can I ever in darkness remain?"	"The Lord is my light, the Lord is my strength;
I know in His might I'll conquer at length;
My weakness in mercy He covers with power,
And walking by faith, He upholds me each hour."	"The lord is my light, my all and in all;
There is in His sight no darkness at all;
He is my Redeemer, my Savior and King;
With saints and with angels His praises I sing."	""	""	""
"SDAH_516"	"516. All the Way"	""	"SDA Hymnal (SDAH)"	"All the way my Savior leads me;
What have I to ask beside?
Can I doubt His tender mercy,
Who through life has been my guide?
Heavenly peace, divinest comfort,
Here by faith in Him to dwell;
For I know whate'er befall me,
Jesus doeth all things well;
For I know whate'er be fall me,
Jesus doeth all things well."	"All the way my Savior leads me;
Cheers each winding path I tread;
Gives me grace for every trial,
Feeds me with the living bread;
Though my weary steps may falter,
And my soul athirst may be,
Gushing from the Rock before me,
Lo, a spring of joy I see;
Gushing from the Rock before me,
Lo, a spring of joy I see."	"All the way my Savior leads me;
O the fullness of His love!
Perfect rest to me is promised
In my Father's house above;
When I wake to life immortal,
Wing my flight to realms of day,
This my song through endless ages,
Jesus led me all the way;
This my song through endless ages,
Jesus led me all the way."	""	""	""	""	""
"SDAH_517"	"517. My Faith Looks Up to Thee"	""	"SDA Hymnal (SDAH)"	"My faith looks up to Thee,
Thou Lamb of Calvary,
Savior divine;
Now hear me while I pray,
Take all my guilt away,
O let me from this day
Be wholly Thine."	"May Thy rich grace impart
Strength to my fainting heart,
My zeal inspire;
As Thou hast died for me,
O may my love to Thee
Pure, warm, and changeless be,
A living fire."	"While life's dark maze I tread,
And griefs around me spread,
Be Thou my Guide;
Bid darkness turn to day,
Wipe sorrow's tears away.
Nor let me ever stray
From Thee aside."	""	""	""	""	""
"SDAH_518"	"518. Standing on the Promises"	""	"SDA Hymnal (SDAH)"	"Standing on the promises of Christ my King,
Thru eternal ages let His praises ring;
Glory in the highest I will shout and sing,
Standing on the promises of God."	"Standing, standing,
Standing on the promises of God my Savior;
Standing, standing,
I'm standing on the promises of God."	"Standing on the promises that cannot fail,
When the howling storms of doubt and fear assail,
By the living word of God I shall prevail,
Standing on the promises of God."	"Standing on the promises of Christ the Lord,
Bound to Him eternally by love's strong cord,
Overcoming daily with the Spirit's sword,
Standing on the promises of God."	""	""	""	""
"SDAH_519"	"519. Give to the Winds Your Fears"	"Paul Gerhardt, 1653 (1607 - 1676); Samuel Howard, 1762 (1710 - 1781)"	"SDA Hymnal (SDAH)"	"Give to the winds your fears;
In hope be undismayed:
God hears your sighs and counts your tears,
God shall lift up your head."	"To Him commit your griefs;
Your ways put in His hands —
To His sure truth adn tender care
Who earth and heaven commands."	"O put your trust in God;
In duty's path go on.
Walk in His strength with faith and hope,
So shall your work be done."	"Leave to His sovereign sway
To choose and to command;
So you shall, faithful, seek His way —
How wise, how strong His hand!"	""	""	""	""
"SDAH_520"	"520. He Hideth My Soul"	""	"SDA Hymnal (SDAH)"	"A wonderful Savior is Jesus my Lord,
A wonderful Savior to me,
He hideth my soul in the cleft of the rock,
Where rivers of pleasure I see."	"He hideth my soul in the cleft of the rock
That shadows a dry, thirsty land;
he hideth my life in the depths of His love,
And covers me there with His hand,
And covers me there with His hand."	"A wonderful Savior is Jesus my Lord,
He taketh my burden away,
He holdeth me up, and I shall not be moved,
He giveth me strength as my day."	"With numberless blessings each moment He crowns,
And filled with His fullness divine,
I sing in my rapture, Oh, glory to God
For such a Redeemer as mine."	"When clothed in His brightness, transported I rise
To meet Him in clouds of the sky,
His perfect salvation, His wonderful love,
I'll shout with the millions on high."	""	""	""
"SDAH_521"	"521. Depth of Mercy"	""	"SDA Hymnal (SDAH)"	"Depth of mercy! — can there be
Mercy still reserved for me?
Can my God His wrath forbear?
Me, the chief of sinners, spare?"	"I have long withstood His grace,
Long provoked Him to His face,
Would not hearken to His calls,
Grieved Him by a thousand falls."	"Now incline me to repent;
Let me now my sins lament;
Now my foul revolt deplore,
Weep, believe, and sin no more."	"There for me the Savior stands,
Shows His wounds and spreads His hands;
God is love! I know, I feel;
Jesus weeps, and loves me still."	""	""	""	""
"SDAH_522"	"522. My Hope Is Built on Nothing Less"	""	"SDA Hymnal (SDAH)"	"My hope is built on nothing less
Than Jesus' blood and righteousness;
I dare not trust the sweetest frame,
But wholly lean on Jesus' name."	"On Christ, the solid Rock, I stand;
All other ground is sinking sand,
All other ground is sinking sand."	"When Darkness seems to veil His face,
I rest on His unchanging grace;
In every high and stormy gale,
My anchor holds within the veil."	"His oath, His covenant, and blood,
Supports me in the whelming flood;
When all around my soul gives way,
He then is all my hope and stay."	"When He shall come with trumpet sound,
O may I then in Him be found;
Clad in His righteousness alone,
Faultless to stand before the throne."	""	""	""
"SDAH_523"	"523. My Faith Has Found a Resting Place"	""	"SDA Hymnal (SDAH)"	"My faith has found a resting place,
Not in a man-made creed;
I trust the ever living One,
That He for me will plead."	"I need no other evidence,
I need no other plea;
It is enough that Jesus died
And rose again for me."	"Enough for me that Jesus saves,
This ends my fear and doubt;
A sinful soul I come to Him,
He will not cast me out."	"My soul is resting on the Word,
The living Word of God:
Salvation in my Savior's name,
Salvation through His blood."	"My great Physician heals the sick,
The lost He came to save;
For me His precious blood He shed,
For me His life He gave."	""	""	""
"SDAH_524"	"524. 'Tis So Sweet to Trust in Jesus"	""	"SDA Hymnal (SDAH)"	"'Tis so sweet to trust in Jesus,
Just to take Him at His word;
Just to rest upon His promise,
Just to know, ""Thus saith the Lord."""	"Jesus, Jesus, how I trust Him;
How I've proved Him o'er and o'er!
Jesus, Jesus, precious Jesus!
O for grace to trust Him more!"	"O how sweet to trust in Jesus,
Just to trust His cleansing blood;
Just in simple faith to plunge me
'Neath the healing, cleansing flood."	"Yes, 'tis sweet to trust in Jesus,
Just from sin and self to cease;
Just from Jesus simply taking
Life, and rest, and joy, and peace."	"I'm so glad I learned to trust Thee,
Precious Jesus, Savior, Friend;
And I know that Thou art with me,
Wilt be with me till the end."	""	""	""
"SDAH_525"	"525. Hiding in Thee"	""	"SDA Hymnal (SDAH)"	"O safe to the Rock that is higher than I,
My soul in its conflicts and sorrows would fly;
So sinful, so weary, Thine, Thine would I be;
Thou blest ""Rock of Ages,"" I'm hiding in Thee."	"Hiding in Thee, hiding in Thee,
Thou blest ""Rock of Ages,""
I'm hiding in Thee."	"In the calm of the noontide, in sorrow's lone hour,
In times when temptation casts o'er me its power;
In the tempests of life, on its wide, heaving sea,
Thou blest ""Rock of Ages,"" I'm hiding in Thee."	"How oft in the conflict, when pressed by the foe,
I have fled to my Refuge and breathed out my woe;
How often, when trials like sea billows roll,
Have I hidden in Thee, O Thou Rock of my soul."	""	""	""	""
"SDAH_526"	"526. Because He Lives"	""	"SDA Hymnal (SDAH)"	"God sent His Son, they called Him Jesus,
He came to love, heal, and forgive;
He lived and died to buy my pardon,
An empty grave is there to prove my Savior lives."	"Because He lives I can face tomorrow,
Because He lives all fear is gone;
Because I know He holds the future.
And life is worth the living just because He lives."	"How sweet to hold a newborn baby,
And feel the pride, and joy He gives;
But greater still the calm assurance,
This child can face uncertain days because He lives."	""	""	""	""	""
"SDAH_527"	"527. From Every Stormy Wind"	""	"SDA Hymnal (SDAH)"	"From every stormy wind that blows,
From every swelling tide of woes,
There is a calm, a sure retreat:
'Tis found beneath the mercy seat."	"There is a place where Jesus sheds
The oil of gladness on our heads,
A place than all besides more sweet;
It is the blood-bought mercy seat."	"There is a scene where spirits blend,
Where friend holds fellowship with friend;
Though sundered far, by faith they meet
Around one common mercy seat."	"There, there, on angel's wings we soar,
And earthly cares molest no more,
And heaven comes down our souls to greet,
And glory crowns the mercy seat."	"Ah! whither should we flee for aid,
When tempted, desolate, dismayed?
Or how the hosts of sin defeat,
Had suffering saints no mercy seat?"	""	""	""
"SDAH_528"	"528. A Shelter in the Time of Storm"	""	"SDA Hymnal (SDAH)"	"The Lord's our Rock, in Him we hide,
A shelter in the time of storm;
Secure whatever may betide,
A shelter in the time of storm."	"Mighty Rock in a weary land,
Cooling shade on the burning sand,
Faithful guide for the pilgrim band —
A shelter in the time of storm."	"A shade by day, defense by night,
A shelter in the time of storm;
No fears alarm, no foes affright,
A shelter in the time of storm."	"The raging storms may round us beat,
A shelter in the time of storm;
We find in God a safe retreat,
A shelter in the time of storm."	"O Rock divine, O Refuge dear,
A shelter in the time of storm;
Be Thou our helper, ever near,
A shelter in the time of storm."	""	""	""
"SDAH_529"	"529. Under His Wings"	""	"SDA Hymnal (SDAH)"	"Under His wings I am safely abiding;
Though the night deepens and tempests are wild,
Still I can trust Him; I know He will keep me;
He has redeemed me, and I am His child."	"Under His wings, under His wings,
Who from His love can sever?
Under His wings my soul shall abide,
Safely abide forever."	"Under His wings, what a refuge in sorrow!
How the heart yearningly turns to its rest!
Often when earth has no balm for my healing,
There I find comfort, and there I am blest."	"Under His wings, O what precious enjoyment!
There will I hide till life's trials are o'er;
Sheltered, protected, no evil can harm me;
Resting in Jesus I'm safe evermore."	""	""	""	""
"SDAH_530"	"530. It Is Well With My Soul"	""	"SDA Hymnal (SDAH)"	"When peace, like a river, attendeth my way,
When sorrows like sea billows roll —
Whatever my lot, Thou hast taught me to say,
It is well, it is well with my soul."	"It is well with my soul,
It is well, it is well with my soul."	"My sin — O the joy of this glorious thought —
My sin, not in part, but the whole,
Is nailed to the cross, and I bear it no more:
Praise the Lord, praise the Lord, O my soul!"	"And, Lord, haste the day when my faith shall be sight,
The clouds be rolled back as a scroll:
The trump shall resound and the Lord shall descend,
""Even so"" — it is well with my soul."	""	""	""	""
"SDAH_531"	"531. We'll Build on the Rock"	""	"SDA Hymnal (SDAH)"	"We'll build on the Rock, the living Rock,
On Jesus, the Rock of Ages;
So shall we abide the fearful shock,
When loud the tempest rages."	"We'll build on the Rock,
We'll build on the Rock;
We'll build on the Rock, on the solid Rock,
On Christ, the mighty Rock."	"Some build on the sinking sands of life,
On visions of earthly treasure;
Some build on the waves of sin and strife,
Of fame, and worldly pleasure."	"O build on the Rock forever sure,
The firm and the true foundation;
Its hope is the hope which shall endure,
The hope of our salvation."	""	""	""	""
"SDAH_532"	"532. Day by Day"	""	"SDA Hymnal (SDAH)"	"Day by day and with each passing moment,
Strength I find to meet my trials here;
Trusting in my Father's wise bestowment,
I've no cause for worry or for fear.
He whose heart is kind beyond all measure
Gives unto each day what He deems best.
Lovingly, its part of pain and pleasure,
Mingling toil with peace and rest."	"Every day the Lord Himself is near me
With a special mercy for each hour;
All my cares He fain would bear, and cheer me,
He whose Name is Counselor and power.
The protection of His child and treasure
Is a charge that on Himself He laid;
As your days, your strength shall be in measure,
This the pledge to me He made."	"Help me then in every tribulation
So to trust Thy promises, O Lord,
That I lose not faith's sweet consolation
Offered me within Thy holy Word.
Help me, Lord, when toil and trouble meeting,
Ever to take, as from a Father's hand,
One by one, the days, the moments fleeting,
Till I reach the promised land."	""	""	""	""	""
"SDAH_533"	"533. O for a Faith"	""	"SDA Hymnal (SDAH)"	"O for a faith that will not shrink,
Though pressed by many a foe,
That will not tremble on the brink of poverty,
Of poverty or woe;
Of poverty or woe;"	"That will not murmur or complain
Beneath the chastening rod,
But in the hour of grief or pain, of grief or pain
Can lean upon its God;
Can lean upon its God."	"A faith that shines more bright and clear
When tempests rage without;
That when in danger knows no fear, knows of no fear,
In darkness feels no doubt;
In darkness feels no doubt."	"That bears unmoved the world's dread frown,
Nor heeds its scornful smile;
That sin's wild ocean cannot drown, no, cannot drown,
Nor its soft arts beguile;
Nor its soft arts beguile."	"Lord, give me such a faith as this,
And then, whate'er may come
I'll taste e'en here the hallowed bliss, the hallowed bliss
Of an eternal home;
Of an eternal home."	""	""	""
"SDAH_534"	"534. Will Your Anchor Hold?"	""	"SDA Hymnal (SDAH)"	"Will your anchor hold in the storm of life,
When the clouds unfold their wings of strife?
When the strong tides lift, and the cables strain,
Will your anchor drift, or firm remain?"	"We have an anchor that keeps the soul
Steadfast and sure while the billows roll;
Fastened to the Rock which cannot move,
Grounded firm and deep in the Savior's love."	"If 'tis safely moored, 'twill the storm withstand,
For 'tis well secured by the Savior's hand;
And the cables, passed from His heart to thine,
Can defy the blast, through strength divine."	"It will firmly hold in the straits of fear,
When the breakers tell that the reef is near;
Though the tempest rave and the wild winds blow,
Not an angry wave shall our bark o'er flow."	"It will surely hold in the floods of dearth,
When the waters cold chill our latest breath;
On the rising tide it can never fail,
While our hopes abide within the veil."	"When our eyes behold, in the dawning light,
Shining gates of pearl, our harbor bright,
We shall anchor fast to the heavenly shore,
With the storms all past forevermore."	""	""
"SDAH_535"	"535. I Am Trusting Thee, Lord Jesus"	""	"SDA Hymnal (SDAH)"	"I am trusting Thee, Lord Jesus,
Trusting only Thee;
Trusting Thee for full salvation,
Great and free."	"I am trusting Thee for pardon;
At Thy feet I bow;
For Thy grace and tender mercy,
Trusting now."	"I am trusting Thee to guide me;
Thou alone shalt lead,
Every day and hour supplying
All my need."	"I am trusting Thee, Lord Jesus;
Never let me fall;
I am trusting Thee forever,
And for all."	""	""	""	""
"SDAH_536"	"536. God, Who Stretched the Spangled Heavens"	""	"SDA Hymnal (SDAH)"	"God, who stretched the spangled heavens
Infinite in time and place,
Flung the suns in burning radiance
Through the silent fields of space:
We, Your children in Your likeness,
Share inventive powers with You;
Great Creator, still creating,
Show us what we yet may do."	"We have ventured worlds undreamed of
Since the childhood of our race;
Knowing the ecstasy of winging
Through untraveled realms of space,
Probed the secrets of the atom,
Yielding unimagined power;
Facing us with life's destruction
Or our most triumphant hour."	"As each far horizon beckons,
May it challenge us anew:
Children of creative purpose,
Serving others, honoring You.
May our dreams prove rich with promise;
Each endeavor well begun;
Great Creator, give us guidance
Till our goals and Yours are one."	""	""	""	""	""
"SDAH_537"	"537. He Leadeth Me"	""	"SDA Hymnal (SDAH)"	"He leadeth me! O blessed thought!
O words with heavenly comfort fraught!
Whate'er I do, where'er I be,
Still 'tis God's hand that leadeth me."	"He leadeth me, He leadeth me,
By His own hand He leadeth me;
His faithful follower I would be,
For by His hand He leadeth me."	"Sometimes 'mid scenes of deepest gloom,
Sometimes where Eden's bowers bloom,
By waters still, o'er troubled sea —
Still 'tis His hand that leadeth me!"	"Lord, I would clasp my hand in Thine,
Nor ever murmur nor repine;
Content, whatever lot I see,
Since 'tis my God that leadeth me."	"And when my task on earth is done,
When, by Thy grace, the victory's won,
E'en death's cold wave I will not flee,
Since God through Jordan leadeth me."	""	""	""
"SDAH_538"	"538. Guide Me, O Thou Great Jehovah"	""	"SDA Hymnal (SDAH)"	"Guide me, O Thou great Jehovah,
Pilgrim through this barren land;
I am weak, but Thou art mighty;
Hold me with thy powerful hand;
Bread of heaven, Bread of heaven,
Feed me till I want no more,
Feed me till I want no more."	"Open now the crystal fountain,
Whence the healing stream doth flow;
Let the fire and cloudy pillar
Lead me all my journey through;
Strong deliverer, strong deliverer.
Be Thou still my strength and shield,
Be Thou still my strength and shield."	"When I tread the verge of Jordan,
Bid my anxious fears subside;
Death of death and hell's destruction,
Land me safe on Canaan's side;
Songs of praises, songs of praises
I will ever give to Thee,
I will ever give to Thee."	""	""	""	""	""
"SDAH_539"	"539. I Will Early Seek the Savior"	""	"SDA Hymnal (SDAH)"	"I will early seek the Savior,
I will learn of Him each day;
I will follow in His footsteps,
I will walk the narrow way."	"For He loves me, yes, He loves me,
Jesus loves me, this I know.
Jesus loves me, died to save me,
This is why I love Him so."	"I will hasten where He bids me,
I am not too young to go
In the pathway where He leadeth,
Not too young His will to know."	"He is standing at the doorway
Of escape from every sin;
I will knock, for He has promised,
He will hear and let me in."	""	""	""	""
"SDAH_540"	"540. Gentle Jesus, Meek and Mild"	""	"SDA Hymnal (SDAH)"	"Gentle Jesus, meek and mild,
Look upon a little child;
Pity my simplicity,
Suffer me to come to Thee."	"Lamb of God, I look to Thee;
Thou shalt my example be;
Thou art gentle, meek, and mild,
Thou wast once a little child."	"Fain I would be as Thou art;
Give me Thy obedient heart;
Thou art pitiful and kind,
Let me have Thy loving mind."	"I shall then show forth Thy praise,
Serve Thee all my happy days;
Then the world shall always see
Christ, the Holy Child, in me."	""	""	""	""
"SDAH_541"	"541. Lord, Speak to Me"	""	"SDA Hymnal (SDAH)"	"Lord, speak to me, that I may speak
In living echoes of Thy tone;
As Thou hast sought, so let me seek
Thine erring children lost and lone."	"O lead me, Lord, that I may lead
The wandering and the wavering feet;
O feed me, Lord, that I may feed
Thy hungering ones with manna sweet."	"O strengthen me, that while I stand
Firm on the Rock, and strong in Thee,
I may stretch out a loving land
To wrestlers with the troubled sea."	""	""	""	""	""
"SDAH_542"	"542. Jesus, Friend So Kind"	""	"SDA Hymnal (SDAH)"	"Jesus, Friend, so kind and gentle,
Little ones we bring to Thee:
Grant to them Thy dearest blessing,
Let Thine arms around them be;
Now enfold them in Thy goodness,
From all danger keep them free."	"Thou who did receive the children
To Thyself so tenderly,
Give to all who teach and guide them
Wisdom and humility.
Vision true to keep them noble,
Love to serve them faithfully."	""	""	""	""	""	""
"SDAH_543"	"543. Jesus, Friend of Little Children"	""	"SDA Hymnal (SDAH)"	"Jesus, Friend of little children,
Be a Friend to me;
Take my hand and ever keep me
Close to Thee."	"Teach me how to grow in goodness,
Daily as I grow;
Thou hast been a child, and surely
Thou dost know."	"Step by step, O, lead me onward,
Upward into youth;
Wiser, stronger, still be coming
In Thy truth."	"Never leave me, nor forsake me;
Ever be my friend;
For I need Thee from life's dawning
To its end."	""	""	""	""
"SDAH_544"	"544. Jesus, Son of Blessed Mary"	""	"SDA Hymnal (SDAH)"	"Jesus, Son of blessed Mary,
Once on earth a little child,
Pattern fair of holy living,
Gracious, loving, undefiled:"	"Though Thy eager heart was yearning
Heavy laden souls to free,
Yet Thou calledst little children
In their happiness to Thee."	"Grant that we, like little children,
Free from pride and guile my be;
Cheerful, trusting, safe, protected
By the blessed Trinity."	""	""	""	""	""
"SDAH_545"	"545. Savior, Like a Shepherd"	""	"SDA Hymnal (SDAH)"	"Savior, like a Shepherd lead us,
Much we need Thy tenderest care;
In Thy pleasant pastures feed us,
For our use Thy folds prepare.
Blessed Jesus, blessed Jesus,
Thou hast bought us, Thine we are;
Blessed Jesus, blessed Jesus,
Thou hast bought us, Thine we are."	"We are Thine; do Thou befriend us,
Be the Guardian of our way;
Keep Thy flock, from sin defend us,
Seek us when we go astray.
Blessed Jesus, blessed Jesus,
Hear, O hear us, when we pray!
Blessed Jesus, blessed Jesus,
Hear, O hear us, when we pray!"	"Thou hast promised to receive us,
Poor and sinful though we be;
Thou hast mercy to relieve us,
Grace to cleanse, and power to free.
Blessed Jesus, blessed Jesus,
We will early turn to Thee;
Blessed Jesus, blessed Jesus,
We will early turn to Thee."	""	""	""	""	""
"SDAH_546"	"546. The Lord's My Shepherd"	""	"SDA Hymnal (SDAH)"	"The Lord's my Shepherd; I'll not want.
He makes me down to lie
In pastures green; He leadeth me
The quiet waters by.
He leadeth me, He leadeth me
The quiet waters by."	"My soul He doth restore again,
And me to walk doth make
Within the paths of righteousness,
E'en for His own name's sake;
Within the paths of righteousness
E'en for His own name's sake."	"Yea, though I walk in death's dark vale,
Yet will I fear no ill;
For Thou art with me, and Thy rod
And staff me comfort still;
For Thou art with me, and Thy rod
And staff me comfort still."	"My table Thou has furnished
In presence of my foes;
My head Thou dost with oil anoint,
And my cup overflows.
My head Thou dost with oil anoint,
And my cup overflows."	"Goodness and mercy all my life
Shall surely follow me,
And in God's house for evermore
My dwelling place shall be.
And in God's house for evermore
My dwelling place shall be."	""	""	""
"SDAH_547"	"547. Be Thou My Vision"	""	"SDA Hymnal (SDAH)"	"Be Thou my Vision,
O Lord of my heart;
Naught be all else to me
Save that Thou art,
Thou my best Thought, By day or by night,
Waking or sleeping, Thy presence my light."	"Be Thou my wisdom,
Be Thou my true word;
I ever with Thee,
Thou with me, Lord;
Thou my great Father, I Thy true son;
Thou in me dwelling, and I with Thee one."	"Riches I heed not,
Nor man's empty praise;
Thou mine inheritance,
Now and always:
Thou and Thou only, first in my heart,
High King of heaven, my treasure Thou art."	"High King of heaven,
When vict'ry is won
May I reach Heaven's joys,
O bright heaven's Sun!
Heart of my own heart, whatever befall,
Still be my vision, O ruler of all."	""	""	""	""
"SDAH_548"	"548. Now Praise the Hidden God of Love"	""	"SDA Hymnal (SDAH)"	"Now praise the hidden God of love
In whom we all must live and move,
Who shepherds us, at every stage
Thro' youth, maturity, and age."	"Who challenged us, when were young
To storm the citadels of wrong;
In care for others taught us how
God's true community must grow."	"Who bids us never lose our zest,
Tho' age is urging us to rest,
But proves to us that we have still
A work to do, a place to fill."	"Then talk no more of wasted time,
But Godward look, and upward climb,
Content to sleep, when day is done,
And rise refreshed, and travel on."	""	""	""	""
"SDAH_549"	"549. Loving Shepherd of Thy Sheep"	""	"SDA Hymnal (SDAH)"	"Loving Shepherd of Thy sheep,
Keep Thy lamb, in safety keep;
Nothing can Thy power withstand;
None can pluck me from Thy hand."	"Loving Shepherd, ever near,
Teach Thy lamb Thy voice to hear;
Suffer not my steps to stray
From the straight and narrow way."	"Where Thou leadest I would go,
Walking in Thy steps below,
Till within the heavenly fold
I my Shepherd shall behold."	""	""	""	""	""
"SDAH_550"	"550. Every Flower That Grows"	""	"SDA Hymnal (SDAH)"	"Every flow'r that grows,
Every brook that flows,
Tell of beauty God has giv'n for me:
Throughout my life may beauty be
Deep within a heart from sin set free."	"Gracious Lord above,
Looking down in love,
Guide my thoughts, my life, in my walk with Thee,
That day by day the world may see
Christ, the Lord and Savior, lives in me."	"All my earthly days,
I shall sing and praise
God the Father, Spirit, and Christ with the Son.
Grant faith when life on earth is done,
I shall sing with those whose rest is won."	""	""	""	""	""
"SDAH_551"	"551. Jesus, Savior, Pilot Me"	""	"SDA Hymnal (SDAH)"	"Jesus, Savior, pilot me
Over life's tempestuous sea;
Unknown waves before me roll,
Hiding rock and treacherous shoal;
Chart and compass come from Thee;
Jesus, Savior, pilot me."	"As a mother stills her child,
Thou canst hush the ocean wild;
Boisterous waves obey Thy will,
When Thou sayest to them, ""Be still.""
Wondrous Sovereign of the sea,
Jesus, Savior, pilot me."	"When at last I near the shore,
And the fearful breakers roar
'Twixt me and the peaceful rest,
Then, while leaning on Thy breast,
May I hear Thee say to me,
""Fear not, I will pilot thee."""""	""	""	""	""	""
"SDAH_552"	"552. The Lord's My Shepherd"	""	"SDA Hymnal (SDAH)"	"The Lord's my Shepherd, I'll not want;
He makes me down to lie
In pastures green; He leadeth me
The quiet waters by."	"My soul He doth restore again.
And me to walk doth make
Within the paths of righteousness,
E'en for His own name's sake."	"Yea, though I walk in death's dark vale,
Yet will I fear no ill,
For Thou art with me, and Thy rod
And staff me comfort still."	"My table Thou hast furnished
In presence of my foes;
My head Thou dost with oil anoint,
And my cup overflows."	"Goodness and mercy all my life
Shall surely follow me;
And in God's house forevermore
My dwelling place shall be."	""	""	""
"SDAH_553"	"553. Jesus, Guide Our Way"	""	"SDA Hymnal (SDAH)"	"Jesus, guide our way
To eternal day:
So shall we, no more delaying,
Follow Thee, Thy voice obeying:
Lead us by the hand
To our Father's land."	"When we danger meet
Steadfast make our feet;
Lord, preserve us uncomplaining
Mid the darkness round us reigning:
Through adversity
Lies our way to Thee."	"Order all our way
Through the mortal day:
In our toil, with aid be near us:
In our need, with succour cheer us:
Till we safely stand
In our Father's land."	""	""	""	""	""
